Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002317,1.0,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0
LP002318,0.0,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,0
LP002319,1.0,Yes,0,Graduate,,6256,0.0,160.0,360.0,,Urban,1
LP002328,1.0,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0
LP002332,1.0,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,1
LP002335,0.0,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0
LP002337,0.0,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,1
LP002341,0.0,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0
LP002342,1.0,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,0
LP002345,1.0,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,1
LP002347,1.0,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1
LP002348,1.0,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1
LP002357,0.0,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban,0
LP002361,1.0,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1
LP002362,1.0,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,0
LP002364,1.0,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1
LP002366,1.0,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1
LP002367,0.0,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,0
LP002368,1.0,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1
LP002369,1.0,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1
LP002370,1.0,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,1
LP002377,0.0,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,1
LP002379,1.0,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0
LP002386,1.0,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban,1
LP002387,1.0,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,1
LP002390,1.0,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1
LP002393,0.0,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban,1
LP002398,1.0,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,1
LP002401,1.0,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,1
LP002403,1.0,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,0
LP002407,0.0,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1
LP002408,1.0,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1
LP002409,1.0,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,1
LP002418,1.0,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1
LP002422,1.0,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1
LP002424,1.0,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,,Rural,1
LP002429,1.0,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,1
LP002434,1.0,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1
LP002435,1.0,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural,0
LP002443,1.0,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,0
LP002444,1.0,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,0
LP002446,1.0,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,0
LP002447,1.0,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,1
LP002448,1.0,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0
LP002449,1.0,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1
LP002453,1.0,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,1
LP002455,1.0,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,1
LP002459,1.0,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,1
LP002467,1.0,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0
LP002472,1.0,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1
LP002473,1.0,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,0
LP002478,0.0,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban,1
LP002484,1.0,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1
LP002487,1.0,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1
LP002489,0.0,No,1,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban,1
LP002493,1.0,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,0
LP002494,1.0,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,1
LP002500,1.0,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,0
LP002501,0.0,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1
LP002502,0.0,Yes,2,Not Graduate,,210,2917.0,98.0,360.0,1.0,Semiurban,1
LP002505,1.0,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0
LP002515,1.0,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,1
LP002517,1.0,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,0
LP002519,1.0,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1
LP002522,0.0,No,0,Graduate,Yes,2500,0.0,93.0,360.0,,Urban,1
LP002524,1.0,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,1
LP002527,1.0,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,1
LP002529,1.0,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,1
LP002530,0.0,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,0
LP002531,1.0,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,1
LP002533,1.0,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,Urban,0
LP002534,0.0,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1
LP002536,1.0,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,1
LP002537,1.0,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,1
LP002541,1.0,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1
LP002543,1.0,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,1
LP002544,1.0,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,1
LP002545,1.0,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,0
LP002547,1.0,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,0
LP002555,1.0,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,1
LP002556,1.0,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,0
LP002560,1.0,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,,Semiurban,1
LP002562,1.0,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban,1
LP002571,1.0,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,1
LP002582,0.0,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,1
LP002585,1.0,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,0
LP002586,0.0,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,1
LP002587,1.0,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,1
LP002588,1.0,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,,Urban,1
LP002600,1.0,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1
LP002602,1.0,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,0
LP002603,0.0,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1
LP002606,0.0,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,1
LP002615,1.0,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1
LP002618,1.0,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,,Rural,0
LP002619,1.0,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,1
LP002622,1.0,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1
LP002624,1.0,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,,Urban,1
LP002625,0.0,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,0
LP002626,1.0,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,1
LP002634,0.0,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,1
LP002637,1.0,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,0
LP002640,1.0,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1
LP002643,1.0,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,1
LP002648,1.0,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,0
LP002652,1.0,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,0
LP002659,1.0,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,1
LP002670,0.0,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1
LP002682,1.0,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,0
LP002683,1.0,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,0
LP002684,0.0,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,0
LP002689,1.0,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,1
LP002690,1.0,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,1
LP002692,1.0,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1
LP002693,1.0,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,1
LP002697,1.0,No,0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban,0
LP002699,1.0,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,1
LP002705,1.0,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,1
LP002706,1.0,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,1
LP002714,1.0,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,1
LP002716,1.0,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1
LP002717,1.0,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,,Rural,1
LP002720,1.0,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1
LP002723,1.0,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,0
LP002729,1.0,No,1,Graduate,No,11250,0.0,196.0,360.0,,Semiurban,0
LP002731,0.0,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,1
LP002732,1.0,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,1
LP002734,1.0,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1
LP002738,1.0,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,1
LP002739,1.0,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,0
LP002740,1.0,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,1
LP002741,0.0,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1
LP002743,0.0,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,0
LP002753,0.0,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,1
LP002755,1.0,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1
LP002757,0.0,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,,Semiurban,1
LP002767,1.0,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,1
LP002768,1.0,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,0
LP002772,1.0,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1
LP002776,0.0,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0
LP002777,1.0,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,1
LP002778,1.0,Yes,2,Graduate,Yes,6633,0.0,,360.0,0.0,Rural,0
LP002784,1.0,Yes,1,Not Graduate,No,2492,2375.0,,360.0,1.0,Rural,1
LP002785,1.0,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,1
LP002788,1.0,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,0
LP002789,1.0,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,0
LP002792,1.0,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,1
LP002794,0.0,No,0,Graduate,No,2667,1625.0,84.0,360.0,,Urban,1
LP002795,1.0,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,1
LP002798,1.0,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,1
LP002804,0.0,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,1
LP002807,1.0,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,1
LP002813,0.0,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,1
LP002820,1.0,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1
LP002821,1.0,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,1
LP002832,1.0,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,0
LP002833,1.0,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,,Rural,1
LP002836,1.0,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,1
LP002837,1.0,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0
LP002840,0.0,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,0
LP002841,1.0,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,0
LP002842,1.0,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,1
LP002847,1.0,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,0
LP002855,1.0,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,1
LP002862,1.0,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,0
LP002863,1.0,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,0
LP002868,1.0,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,1
LP002872,0.0,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0
LP002874,1.0,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1
LP002877,1.0,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,1
LP002888,1.0,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,1
LP002892,1.0,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1
LP002893,1.0,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0
LP002894,0.0,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1
LP002898,1.0,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural,0
LP002911,1.0,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0
LP002912,1.0,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0
LP002916,1.0,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1
LP002917,0.0,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1
LP002925,0.0,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1
LP002926,1.0,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,0
LP002928,1.0,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1
LP002931,1.0,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,0
LP002933,0.0,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1
LP002936,1.0,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1
LP002938,1.0,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1
LP002940,1.0,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1
LP002941,1.0,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0
LP002943,1.0,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,0
LP002945,1.0,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,1
LP002948,1.0,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1
LP002949,0.0,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,0
LP002950,1.0,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,1
LP002953,1.0,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,1
LP002958,1.0,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1
LP002959,0.0,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1
LP002960,1.0,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,0
LP002961,1.0,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,1
LP002964,1.0,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1
LP002974,1.0,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1
LP002978,0.0,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1
LP002979,1.0,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,1
LP002983,1.0,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1
LP002984,1.0,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1
LP002990,0.0,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0
